region,comuna,cod_com,apruebo,rechazo,nulo,blanco,votos_validos,votos_totales
LOS RIOS,PAILLACO,2816,1054,2711,50,24,3765,3839
METROPOLITANA SANTIAGO,PAINE,2799,2681,4290,101,42,6971,7114
LOS LAGOS,PALENA,2736,193,496,3,7,689,699
LIBERTADOR GENERAL BERNARDO O'HIGGINS,PALMILLA,2607,260,635,9,1,895,905
LOS RIOS,PANGUIPULLI,2817,3432,9782,211,117,13214,13542
VALPARAISO,PANQUEHUE,2572,1134,2017,38,20,3151,3209
VALPARAISO,PAPUDO,2555,264,381,4,3,645,652
LIBERTADOR GENERAL BERNARDO O'HIGGINS,PAREDONES,2601,1297,2526,43,42,3823,3908
MAULE,PARRAL,2637,3211,10416,158,54,13627,13839
METROPOLITANA SANTIAGO,PEDRO AGUIRRE CERDA,2778,7696,6521,266,86,14217,14569
MAULE,PELARCO,2617,469,1588,35,5,2057,2097
MAULE,PELLUHUE,2624,746,2534,46,7,3280,3333
ÑUBLE,PEMUCO,2830,229,783,17,5,1012,1034
MAULE,PENCAHUE,2618,1004,3815,34,19,4819,4872
BIOBIO,PENCO,2648,3259,5260,159,50,8519,8728
METROPOLITANA SANTIAGO,PEÑAFLOR,2809,3999,4509,136,42,8508,8686
METROPOLITANA SANTIAGO,PEÑALOLEN,2779,7071,7699,259,90,14770,15119
LIBERTADOR GENERAL BERNARDO O'HIGGINS,PERALILLO,2608,458,1075,23,8,1533,1564
LA ARAUCANIA,PERQUENCO,2687,74,314,6,3,388,397
VALPARAISO,PETORCA,2556,772,970,46,29,1742,1817
LIBERTADOR GENERAL BERNARDO O'HIGGINS,PEUMO,2590,778,1405,23,15,2183,2221
TARAPACA,PICA,2507,0,0,0,0,0,0
LIBERTADOR GENERAL BERNARDO O'HIGGINS,PICHIDEGUA,2591,1454,3433,54,27,4887,4968
LIBERTADOR GENERAL BERNARDO O'HIGGINS,PICHILEMU,2596,406,636,29,8,1042,1079
ÑUBLE,PINTO,2831,449,2322,41,14,2771,2826
METROPOLITANA SANTIAGO,PIRQUE,2791,1821,2649,71,29,4470,4570
LA ARAUCANIA,PITRUFQUEN,2688,131,464,6,0,595,601
LIBERTADOR GENERAL BERNARDO O'HIGGINS,PLACILLA,2609,334,786,8,7,1120,1135
ÑUBLE,PORTEZUELO,2839,440,1358,16,9,1798,1823
MAGALLANES Y LA ANTARTICA CHILENA,PORVENIR,2753,1543,2233,51,22,3776,3849
TARAPACA,POZO ALMONTE,2503,224,608,15,4,832,851
MAGALLANES Y LA ANTARTICA CHILENA,PRIMAVERA,2754,213,289,1,3,502,506
METROPOLITANA SANTIAGO,PROVIDENCIA,2780,17833,25577,486,215,43410,44111
VALPARAISO,PUCHUNCAVI,2545,619,913,26,14,1532,1572
LA ARAUCANIA,PUCON,2689,2142,4426,113,38,6568,6719
METROPOLITANA SANTIAGO,PUDAHUEL,2781,12642,12735,453,133,25377,25963
METROPOLITANA SANTIAGO,PUENTE ALTO,2790,42714,40992,1587,447,83706,85740
LOS LAGOS,PUERTO MONTT,2707,8275,17681,414,153,25956,26523
LOS LAGOS,PUERTO OCTAY,2727,466,1218,32,16,1684,1732
LOS LAGOS,PUERTO VARAS,2715,1802,4710,84,30,6512,6626
LIBERTADOR GENERAL BERNARDO O'HIGGINS,PUMANQUE,2610,348,988,15,10,1336,1361
COQUIMBO,PUNITAQUI,2539,916,2095,45,28,3011,3084
MAGALLANES Y LA ANTARTICA CHILENA,PUNTA ARENAS,2747,34353,50753,1530,635,85106,87271
LOS LAGOS,PUQUELDON,2721,608,1550,24,28,2158,2210
LA ARAUCANIA,PUREN,2703,381,1596,34,10,1977,2021
LOS LAGOS,PURRANQUE,2728,1402,3702,55,28,5104,5187
VALPARAISO,PUTAENDO,2573,1310,2027,51,20,3337,3408
ARICA Y PARINACOTA,PUTRE,2824,106,346,6,5,452,463
LOS LAGOS,PUYEHUE,2729,266,728,15,15,994,1024
LOS LAGOS,QUEILEN,2722,790,1577,38,31,2367,2436
LOS LAGOS,QUELLON,2723,1519,3855,56,58,5374,5488
LOS LAGOS,QUEMCHI,2724,1268,2323,61,62,3591,3714
BIOBIO,QUILACO,2668,258,794,8,8,1052,1068
METROPOLITANA SANTIAGO,QUILICURA,2782,11185,11848,400,177,23033,23610
BIOBIO,QUILLECO,2669,172,1042,17,7,1214,1238
ÑUBLE,QUILLON,2832,603,2041,33,34,2644,2711
VALPARAISO,QUILLOTA,2558,4083,7043,205,56,11126,11387
VALPARAISO,QUILPUE,2575,8523,11002,391,124,19525,20040
LOS LAGOS,QUINCHAO,2725,1087,1515,48,35,2602,2685
LIBERTADOR GENERAL BERNARDO O'HIGGINS,QUINTA DE TILCOCO,2592,2270,4706,109,49,6976,7134
METROPOLITANA SANTIAGO,QUINTA NORMAL,2783,5560,5664,154,65,11224,11443
VALPARAISO,QUINTERO,2546,1069,1531,60,20,2600,2680
ÑUBLE,QUIRIHUE,2835,1390,4130,95,38,5520,5653
LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,2579,16758,25233,670,198,41991,42859
ÑUBLE,RANQUIL,2840,613,2018,48,17,2631,2696
MAULE,RAUCO,2629,1535,4732,120,38,6267,6425
METROPOLITANA SANTIAGO,RECOLETA,2784,8255,8942,251,113,17197,17561
LA ARAUCANIA,RENAICO,2704,300,1307,24,7,1607,1638
METROPOLITANA SANTIAGO,RENCA,2785,8777,9176,324,112,17953,18389
LIBERTADOR GENERAL BERNARDO O'HIGGINS,RENGO,2593,4692,9077,173,87,13769,14029
LIBERTADOR GENERAL BERNARDO O'HIGGINS,REQUINOA,2594,2681,6659,114,47,9340,9501
MAULE,RETIRO,2638,1772,8405,114,63,10177,10354
VALPARAISO,RINCONADA,2551,472,837,13,8,1309,1330
LOS RIOS,RIO BUENO,2821,1981,5592,97,53,7573,7723
MAULE,RIO CLARO,2619,637,2182,30,23,2819,2872
COQUIMBO,RIO HURTADO,2540,447,1062,28,13,1509,1550
AYSEN GENERAL CARLOS IBAÑEZ CAMPO,RIO IBAÑEZ,2746,599,1099,21,14,1698,1733
LOS LAGOS,RIO NEGRO,2730,354,1113,21,6,1467,1494
MAGALLANES Y LA ANTARTICA CHILENA,RIO VERDE,2749,115,322,2,3,437,442
MAULE,ROMERAL,2630,1006,3285,45,23,4291,4359
LA ARAUCANIA,SAAVEDRA,2690,714,1468,41,20,2182,2243
MAULE,SAGRADA FAMILIA,2631,2246,5872,69,47,8118,8234
COQUIMBO,SALAMANCA,2535,669,1124,27,12,1793,1832
VALPARAISO,SAN ANTONIO,2563,5615,5920,217,68,11535,11820
METROPOLITANA SANTIAGO,SAN BERNARDO,2796,15946,20259,548,207,36205,36960
ÑUBLE,SAN CARLOS,2842,2489,8836,167,61,11325,11553
MAULE,SAN CLEMENTE,2620,2372,7705,130,58,10077,10265
VALPARAISO,SAN ESTEBAN,2552,1820,3715,74,34,5535,5643
ÑUBLE,SAN FABIAN,2845,390,942,20,7,1332,1359
VALPARAISO,SAN FELIPE,2569,4892,7575,185,90,12467,12742
LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN FERNANDO,2602,2030,4030,85,26,6060,6171
MAGALLANES Y LA ANTARTICA CHILENA,SAN GREGORIO,2750,107,260,6,5,367,378
ÑUBLE,SAN IGNACIO,2833,581,2795,26,19,3376,3421
MAULE,SAN JAVIER,2639,3397,10611,192,62,14008,14262
METROPOLITANA SANTIAGO,SAN JOAQUIN,2786,3953,3324,139,35,7277,7451
METROPOLITANA SANTIAGO,SAN JOSE DE MAIPO,2792,1934,2049,69,22,3983,4074
LOS LAGOS,SAN JUAN DE LA COSTA,2731,337,597,11,12,934,957
METROPOLITANA SANTIAGO,SAN MIGUEL,2787,11322,11286,298,108,22608,23014
ÑUBLE,SAN NICOLAS,2846,582,2089,40,16,2671,2727
LOS LAGOS,SAN PABLO,2732,374,610,9,8,984,1001
METROPOLITANA SANTIAGO,SAN PEDRO,2804,576,1169,13,13,1745,1771
ANTOFAGASTA,SAN PEDRO DE ATACAMA,2514,464,507,14,5,971,990
BIOBIO,SAN PEDRO DE LA PAZ,2649,4832,9085,174,81,13917,14172
MAULE,SAN RAFAEL,2621,465,1459,19,13,1924,1956
METROPOLITANA SANTIAGO,SAN RAMON,2788,4609,5214,210,62,9823,10095
BIOBIO,SAN ROSENDO,2670,315,597,11,1,912,924
LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN VICENTE,2595,2539,4995,90,42,7534,7666
BIOBIO,SANTA BARBARA,2671,159,544,10,6,703,719
LIBERTADOR GENERAL BERNARDO O'HIGGINS,SANTA CRUZ,2611,1408,3407,45,34,4815,4894
BIOBIO,SANTA JUANA,2650,638,2161,30,21,2799,2850
VALPARAISO,SANTA MARIA,2574,1244,2696,55,24,3940,4019
METROPOLITANA SANTIAGO,SANTIAGO,2758,25916,30227,791,343,56143,57277
VALPARAISO,SANTO DOMINGO,2568,418,1017,19,13,1435,1467
ANTOFAGASTA,SIERRA GORDA,2510,117,257,4,1,374,379
METROPOLITANA SANTIAGO,TALAGANTE,2805,2748,3744,95,29,6492,6616
MAULE,TALCA,2612,14259,24989,525,174,39248,39947
BIOBIO,TALCAHUANO,2651,9178,16555,430,150,25733,26313
ANTOFAGASTA,TALTAL,2511,281,348,8,6,629,643
LA ARAUCANIA,TEMUCO,2675,8733,19598,389,165,28331,28885
MAULE,TENO,2632,2520,7858,161,58,10378,10597
LA ARAUCANIA,TEODORO SCHMIDT,2691,342,1307,25,13,1649,1687
ATACAMA,TIERRA AMARILLA,2519,1780,3160,104,35,4940,5079
METROPOLITANA SANTIAGO,TILTIL,2795,1293,2183,70,18,3476,3564
MAGALLANES Y LA ANTARTICA CHILENA,TIMAUKEL,2755,49,160,3,0,209,212
BIOBIO,TIRUA,2660,510,1675,48,12,2185,2245
ANTOFAGASTA,TOCOPILLA,2515,2052,2945,116,26,4997,5139
LA ARAUCANIA,TOLTEN,2692,523,1873,34,13,2396,2443
BIOBIO,TOME,2652,2872,6478,125,53,9350,9528
MAGALLANES Y LA ANTARTICA CHILENA,TORRES DEL PAINE,2757,345,774,16,9,1119,1144
AYSEN GENERAL CARLOS IBAÑEZ CAMPO,TORTEL,2744,78,120,3,2,198,203
LA ARAUCANIA,TRAIGUEN,2705,1681,6073,93,58,7754,7905
ÑUBLE,TREHUACO,2841,408,1419,10,13,1827,1850
BIOBIO,TUCAPEL,2672,771,2430,42,15,3201,3258
LOS RIOS,VALDIVIA,2810,5292,7214,174,93,12506,12773
ATACAMA,VALLENAR,2522,2631,4111,123,55,6742,6920
VALPARAISO,VALPARAISO,2541,20989,21775,807,225,42764,43796
MAULE,VICHUQUEN,2633,466,1063,18,12,1529,1559
LA ARAUCANIA,VICTORIA,2706,687,2862,43,22,3549,3614
COQUIMBO,VICUÑA,2531,1390,2399,59,33,3789,3881
LA ARAUCANIA,VILCUN,2693,936,3280,55,26,4216,4297
MAULE,VILLA ALEGRE,2640,864,2961,53,36,3825,3914
VALPARAISO,VILLA ALEMANA,2578,7820,10860,392,116,18680,19188
LA ARAUCANIA,VILLARRICA,2694,3044,6973,194,64,10017,10275
VALPARAISO,VIÑA DEL MAR,2547,24888,33810,967,363,58698,60028
METROPOLITANA SANTIAGO,VITACURA,2789,2800,14900,143,55,17700,17898
MAULE,YERBAS BUENAS,2641,1042,4133,67,21,5175,5263
BIOBIO,YUMBEL,2673,739,2264,38,19,3003,3060
ÑUBLE,YUNGAY,2834,854,1889,38,28,2743,2809
VALPARAISO,ZAPALLAR,2557,844,1735,32,13,2579,2624
Extranjero,ALEMANIA,NA,3255,1162,11,14,NA,NA
Extranjero,ARGENTINA,NA,1786,1069,38,19,NA,NA
Extranjero,AUSTRALIA,NA,2600,1295,13,10,NA,NA
Extranjero,AUSTRIA,NA,251,112,1,1,NA,NA
Extranjero,BELGICA,NA,787,174,5,0,NA,NA
Extranjero,BOLIVIA,NA,0,0,0,0,NA,NA
Extranjero,BRASIL,NA,561,492,3,0,NA,NA
Extranjero,CANADA,NA,0,0,0,0,NA,NA
Extranjero,COLOMBIA,NA,0,0,0,0,NA,NA
Extranjero,COREA,NA,58,33,1,0,NA,NA
Extranjero,COSTA RICA,NA,0,0,0,0,NA,NA
Extranjero,CROACIA,NA,18,49,0,0,NA,NA
Extranjero,CUBA,NA,0,0,0,0,NA,NA
Extranjero,DINAMARCA,NA,355,105,1,2,NA,NA
Extranjero,ECUADOR,NA,0,0,0,0,NA,NA
Extranjero,EGIPTO,NA,6,15,0,0,NA,NA
Extranjero,EL LIBANO,NA,5,10,0,0,NA,NA
Extranjero,EL SALVADOR,NA,0,0,0,0,NA,NA
Extranjero,EMIRATOS ARABES UNIDOS,NA,31,72,0,0,NA,NA
Extranjero,ESPAÑA,NA,4718,2473,24,13,NA,NA
